Customer ID,Recency,Frequency,Monetary,AvgOrderValue,AvgBasketSize,UniqueProducts,ReturnCount,Tenure,FirstPurchase,LastPurchase,PreferredDayOfWeek,PreferredMonth,ReturnRate,Country,Churned,Cluster,Persona,Tenure_years,CLV_Raw,Retention_factor,CLV,CLV_Tier,CLV_Tier_encoded,Country_encoded
12356,23,6,6371.7300000000005,1061.9550000000002,569.3333333333334,104,0.0,401,2010-10-11 09:42:00,2011-11-17 08:40:00,0,11,0.0,Portugal,0,0,Champions,1.0986301369863014,13371.904602739729,1.0,13371.904602739729,High,0,28
12357,33,3,18287.66,6095.886666666666,2195.6666666666665,261,0.0,355,2010-11-16 10:05:00,2011-11-06 16:07:00,1,11,0.0,Switzerland,0,0,Champions,0.9726027397260274,36074.28821917808,1.0,36074.28821917808,High,0,34
12358,2,5,3887.07,777.414,215.8,56,0.0,730,2009-12-08 07:59:00,2011-12-08 10:26:00,0,12,0.0,Austria,0,0,Champions,2.0,11661.21,1.0,11661.21,High,0,1
12359,58,10,8873.39,887.3389999999999,273.9,305,4.0,676,2009-12-05 13:32:00,2011-10-13 12:47:00,3,10,0.4,Cyprus,0,0,Champions,1.8520547945205479,25307.39449315068,1.0,25307.39449315068,High,0,7
12360,52,8,4252.89,531.6112499999999,307.375,160,1.0,603,2010-02-22 09:32:00,2011-10-18 15:22:00,1,5,0.125,Austria,0,0,Champions,1.652054794520548,11278.89731506849,1.0,11278.89731506849,High,0,1
12361,287,4,511.25,127.8125,58.75,18,0.0,394,2010-01-26 14:37:00,2011-02-25 13:51:00,4,2,0.0,Belgium,1,1,Loyal Developing,1.0794520547945206,1063.1198630136987,0.2,212.62397260273974,Medium,2,3
12362,3,11,5356.2300000000005,486.93000000000006,202.72727272727272,201,3.0,735,2009-12-01 10:10:00,2011-12-06 15:40:00,3,10,0.2727,Belgium,0,0,Champions,2.0136986301369864,16142.063013698631,1.0,16142.063013698631,High,0,3
12363,110,2,552.0,276.0,204.0,23,0.0,132,2011-04-11 13:29:00,2011-08-22 10:18:00,0,4,0.0,Unspecified,1,1,Loyal Developing,0.36164383561643837,751.627397260274,0.2,150.32547945205482,Low,1,39
12364,8,4,1313.1,328.275,376.5,70,0.0,104,2011-08-19 15:24:00,2011-12-02 10:22:00,4,8,0.0,Belgium,0,1,Loyal Developing,0.28493150684931506,1687.2435616438354,1.0,1687.2435616438354,Medium,2,3
12365,291,2,641.38,320.69,87.0,22,1.0,0,2011-02-21 13:51:00,2011-02-21 14:04:00,0,2,0.5,Cyprus,1,3,At Risk,0.0,641.38,0.2,128.276,Low,1,7
12366,634,1,500.24,500.24,296.0,3,0.0,0,2010-03-16 10:28:00,2010-03-16 10:28:00,1,3,0.0,Cyprus,1,2,One-Time Lost,0.0,500.24,0.2,100.048,Low,1,7
12367,4,1,168.9,168.9,173.0,11,0.0,0,2011-12-05 16:48:00,2011-12-05 16:48:00,0,12,0.0,Denmark,0,2,One-Time Lost,0.0,168.9,1.0,168.9,Low,1,9
12368,628,1,917.7,917.7,330.0,18,0.0,0,2010-03-21 15:56:00,2010-03-21 15:56:00,6,3,0.0,Cyprus,1,2,One-Time Lost,0.0,917.7,0.2,183.54000000000002,Low,1,7
12369,413,3,1791.15,597.05,413.6666666666667,90,0.0,228,2010-03-08 08:09:00,2010-10-22 13:13:00,3,9,0.0,Austria,1,1,Loyal Developing,0.6246575342465753,2910.0053424657535,0.2,582.0010684931507,Medium,2,1
12370,51,7,4316.56,616.6514285714285,372.0,168,0.0,617,2010-02-09 09:41:00,2011-10-19 14:51:00,1,12,0.0,Cyprus,0,0,Champions,1.6904109589041096,11613.320328767122,1.0,11613.320328767122,High,0,7
12371,45,5,4067.38,813.476,287.2,134,0.0,600,2010-03-04 18:23:00,2011-10-26 10:16:00,1,10,0.0,Switzerland,0,0,Champions,1.643835616438356,10753.48410958904,1.0,10753.48410958904,High,0,34
12372,72,3,1298.04,432.68,264.6666666666667,34,0.0,224,2011-02-16 12:46:00,2011-09-29 12:12:00,2,2,0.0,Denmark,0,1,Loyal Developing,0.6136986301369863,2094.645369863014,1.0,2094.645369863014,High,0,9
12373,311,3,1127.65,375.8833333333334,172.0,36,0.0,362,2010-02-04 12:08:00,2011-02-01 13:10:00,3,2,0.0,Austria,1,1,Loyal Developing,0.9917808219178083,2246.0316438356167,0.2,449.20632876712335,Medium,2,1
12374,25,4,2989.2200000000003,747.3050000000001,340.5,79,0.0,563,2010-04-30 14:01:00,2011-11-14 15:37:00,4,4,0.0,Austria,0,0,Champions,1.5424657534246575,7599.989479452056,1.0,7599.989479452056,High,0,1
12375,11,2,457.5,228.75,89.0,14,1.0,87,2011-09-02 14:23:00,2011-11-29 10:36:00,4,9,0.5,Finland,0,3,At Risk,0.23835616438356164,566.5479452054794,1.0,566.5479452054794,Medium,2,12
12376,390,2,503.15,251.575,120.0,11,0.0,28,2010-10-18 08:42:00,2010-11-15 12:15:00,0,10,0.0,Switzerland,1,2,One-Time Lost,0.07671232876712329,541.747808219178,0.2,108.3495616438356,Low,1,34
12377,315,4,3426.32,856.58,526.25,129,0.0,274,2010-04-29 15:34:00,2011-01-28 15:45:00,3,4,0.0,Switzerland,1,1,Loyal Developing,0.7506849315068493,5998.406794520548,0.2,1199.6813589041096,Medium,2,34
12378,130,2,5416.32,2708.16,1658.0,281,0.0,432,2010-05-26 14:07:00,2011-08-02 10:34:00,1,8,0.0,Switzerland,1,0,Champions,1.1835616438356165,11826.868602739725,0.2,2365.373720547945,High,0,34
12379,82,4,1620.22,405.055,203.75,58,1.0,452,2010-06-23 12:49:00,2011-09-19 10:09:00,2,6,0.25,Belgium,0,1,Loyal Developing,1.2383561643835617,3626.629424657534,1.0,3626.629424657534,High,0,3
12380,22,11,9676.3,879.6636363636364,305.0,156,4.0,640,2010-02-15 12:05:00,2011-11-18 11:27:00,1,6,0.3636,Belgium,0,0,Champions,1.7534246575342465,26642.96301369863,1.0,26642.96301369863,High,0,3
12381,5,5,1845.31,369.062,161.6,70,1.0,115,2011-08-12 09:57:00,2011-12-05 12:44:00,4,8,0.2,Norway,0,1,Loyal Developing,0.3150684931506849,2426.7090410958904,1.0,2426.7090410958904,High,0,26
12383,185,5,1850.56,370.112,306.4,84,1.0,167,2010-12-22 14:28:00,2011-06-08 08:02:00,2,12,0.2,Belgium,1,1,Loyal Developing,0.4575342465753425,2697.254575342466,0.2,539.4509150684933,Medium,2,3
12384,29,2,585.27,292.635,63.0,26,1.0,92,2011-08-10 11:23:00,2011-11-11 08:39:00,2,8,0.5,Switzerland,0,3,At Risk,0.25205479452054796,732.7901095890411,1.0,732.7901095890411,Medium,2,34
12385,379,1,1938.4,1938.4,612.0,65,1.0,0,2010-11-25 15:14:00,2010-11-25 15:14:00,3,11,1.0,Belgium,1,3,At Risk,0.0,1938.4,0.2,387.68000000000006,Medium,2,3
12386,338,2,401.9,200.95,177.0,10,0.0,29,2010-12-08 09:53:00,2011-01-06 12:37:00,2,12,0.0,Australia,1,2,One-Time Lost,0.07945205479452055,433.8317808219178,0.2,86.76635616438357,Low,1,0
12387,415,1,143.94,143.94,134.0,9,0.0,0,2010-10-20 16:27:00,2010-10-20 16:27:00,2,10,0.0,Australia,1,2,One-Time Lost,0.0,143.94,0.2,28.788,Low,1,0
12388,16,8,3901.11,487.63875,250.125,83,0.0,566,2010-05-06 12:54:00,2011-11-24 12:30:00,3,9,0.0,Australia,0,0,Champions,1.5506849315068494,9950.502493150685,1.0,9950.502493150685,High,0,0
12389,403,3,1433.33,477.7766666666666,204.66666666666663,41,0.0,253,2010-02-22 10:15:00,2010-11-02 11:52:00,1,11,0.0,Australia,1,1,Loyal Developing,0.6931506849315069,2426.843671232876,0.2,485.3687342465753,Medium,2,0
12390,80,1,549.84,549.84,353.0,32,0.0,0,2011-09-21 09:33:00,2011-09-21 09:33:00,2,9,0.0,Belgium,0,1,Loyal Developing,0.0,549.84,1.0,549.84,Medium,2,3
12391,22,6,2724.84,454.14,200.66666666666663,241,1.0,641,2010-02-15 10:12:00,2011-11-18 12:07:00,2,11,0.1667,Cyprus,0,0,Champions,1.7561643835616438,7510.10695890411,1.0,7510.10695890411,High,0,7
12392,591,1,234.75000000000003,234.75000000000003,73.0,7,0.0,0,2010-04-27 14:04:00,2010-04-27 14:04:00,1,4,0.0,Australia,1,2,One-Time Lost,0.0,234.75000000000003,0.2,46.95000000000001,Low,1,0
12393,72,6,2399.45,399.9083333333333,218.5,63,1.0,356,2010-10-07 13:49:00,2011-09-28 15:41:00,0,11,0.1667,Australia,0,1,Loyal Developing,0.9753424657534246,4739.735479452054,1.0,4739.735479452054,High,0,0
12394,64,2,1272.48,636.24,409.5,26,0.0,153,2011-05-06 14:01:00,2011-10-07 08:08:00,4,5,0.0,Belgium,0,1,Loyal Developing,0.4191780821917808,1805.8757260273971,1.0,1805.8757260273971,High,0,3
12395,19,15,4721.17,314.74466666666666,213.66666666666663,145,3.0,583,2010-04-16 10:16:00,2011-11-20 15:21:00,4,4,0.2,Belgium,0,0,Champions,1.5972602739726027,12262.107287671233,1.0,12262.107287671233,High,0,3
12396,674,1,931.43,931.43,591.0,65,0.0,0,2010-02-03 13:22:00,2010-02-03 13:22:00,2,2,0.0,RSA,1,2,One-Time Lost,0.0,931.43,0.2,186.286,Low,1,29
12397,36,2,2409.9,1204.9499999999998,631.5,110,0.0,99,2011-07-27 14:21:00,2011-11-04 09:52:00,2,7,0.0,Belgium,0,1,Loyal Developing,0.27123287671232876,3063.544109589041,1.0,3063.544109589041,High,0,3
12398,46,1,1635.66,1635.66,1394.0,85,0.0,0,2011-10-25 10:27:00,2011-10-25 10:27:00,1,10,0.0,Switzerland,0,1,Loyal Developing,0.0,1635.66,1.0,1635.66,Medium,2,34
12399,119,7,1962.3,280.3285714285714,314.0,67,0.0,525,2010-03-05 08:45:00,2011-08-12 13:15:00,4,3,0.0,Belgium,1,1,Loyal Developing,1.4383561643835616,4784.7863013698625,0.2,956.9572602739726,Medium,2,3
12400,414,1,205.25,205.25,91.0,11,0.0,0,2010-10-21 13:45:00,2010-10-21 13:45:00,3,10,0.0,Australia,1,2,One-Time Lost,0.0,205.25,0.2,41.050000000000004,Low,1,0
12401,303,1,84.3,84.3,11.0,5,0.0,0,2011-02-09 13:50:00,2011-02-09 13:50:00,2,2,0.0,Belgium,1,2,One-Time Lost,0.0,84.3,0.2,16.86,Low,1,3
12402,323,6,1256.9,209.4833333333333,97.33333333333331,43,1.0,347,2010-02-07 12:41:00,2011-01-20 13:49:00,6,4,0.1667,Belgium,1,1,Loyal Developing,0.9506849315068493,2451.815890410958,0.2,490.36317808219167,Medium,2,3
12403,50,2,1019.36,509.68000000000006,130.0,5,1.0,471,2010-07-06 11:39:00,2011-10-21 10:51:00,4,10,0.5,Denmark,0,3,At Risk,1.2904109589041095,2334.7533150684935,1.0,2334.7533150684935,High,0,9
12404,682,1,63.24,63.24,1.0,1,0.0,0,2010-01-26 16:25:00,2010-01-26 16:25:00,1,1,0.0,Finland,1,2,One-Time Lost,0.0,63.24,0.2,12.648000000000001,Low,1,12
12405,149,1,1710.39,1710.39,857.0,54,0.0,0,2011-07-14 08:52:00,2011-07-14 08:52:00,3,7,0.0,Finland,1,1,Loyal Developing,0.0,1710.39,0.2,342.07800000000003,Medium,2,12
12406,22,5,6390.36,1278.072,683.2,114,2.0,675,2010-01-11 14:04:00,2011-11-17 19:22:00,3,11,0.4,Denmark,0,0,Champions,1.8493150684931507,18208.149041095887,1.0,18208.149041095887,High,0,9
12407,50,5,1708.12,341.624,283.2,57,0.0,214,2011-03-20 13:21:00,2011-10-21 10:11:00,2,7,0.0,Belgium,0,1,Loyal Developing,0.5863013698630137,2709.5930958904114,1.0,2709.5930958904114,High,0,3
12408,33,8,4340.77,542.59625,278.625,104,6.0,465,2010-07-29 13:27:00,2011-11-07 12:27:00,4,11,0.75,Belgium,0,0,Champions,1.273972602739726,9870.792054794523,1.0,9870.792054794523,High,0,3
12409,79,7,23419.29,3345.612857142857,1877.571428571429,177,6.0,486,2010-05-23 15:21:00,2011-09-22 10:38:00,4,5,0.8571,Switzerland,0,0,Champions,1.3315068493150686,54602.2350410959,1.0,54602.2350410959,High,0,34
12410,309,3,1013.71,337.90333333333336,113.66666666666669,36,1.0,193,2010-07-25 13:26:00,2011-02-04 10:39:00,4,2,0.3333,Switzerland,1,1,Loyal Developing,0.5287671232876713,1549.7265205479455,0.2,309.94530410958913,Medium,2,34
12411,410,1,346.9,346.9,138.0,22,0.0,0,2010-10-26 09:25:00,2010-10-26 09:25:00,1,10,0.0,Australia,1,2,One-Time Lost,0.0,346.9,0.2,69.38,Low,1,0
12412,75,6,2596.93,432.82166666666666,332.8333333333333,82,2.0,464,2010-06-18 13:22:00,2011-09-26 10:16:00,0,6,0.3333,Denmark,0,0,Champions,1.2712328767123289,5898.232794520548,1.0,5898.232794520548,High,0,9
12413,67,4,999.45,249.8625,79.75,41,2.0,335,2010-11-02 13:26:00,2011-10-04 09:00:00,3,1,0.5,France,0,1,Loyal Developing,0.9178082191780822,1916.7534246575344,1.0,1916.7534246575344,High,0,13
12414,217,6,952.41,158.735,82.5,21,2.0,246,2010-09-02 12:22:00,2011-05-06 14:51:00,3,9,0.3333,Austria,1,1,Loyal Developing,0.673972602739726,1594.3082465753428,0.2,318.8616493150686,Medium,2,1
12415,24,28,144458.37,5159.2275,3265.964285714286,498,5.0,503,2010-06-30 08:30:00,2011-11-15 14:22:00,2,6,0.1786,Australia,0,0,Champions,1.378082191780822,343533.87715068494,1.0,343533.87715068494,High,0,0
12416,657,1,202.56,202.56,132.0,11,0.0,0,2010-02-21 10:19:00,2010-02-21 10:19:00,6,2,0.0,Australia,1,2,One-Time Lost,0.0,202.56,0.2,40.512,Low,1,0
12417,3,20,6797.41,339.8705,144.2,270,7.0,730,2009-12-06 10:30:00,2011-12-06 14:52:00,3,10,0.35,Belgium,0,0,Champions,2.0,20392.23,1.0,20392.23,High,0,3
12418,113,4,2021.2,505.3,272.0,90,1.0,517,2010-03-19 14:47:00,2011-08-19 11:08:00,4,8,0.25,Switzerland,1,0,Champions,1.4164383561643836,4884.105205479453,0.2,976.8210410958906,Medium,2,34
12419,386,2,503.01,251.505,115.5,23,0.0,27,2010-10-22 10:40:00,2010-11-19 10:04:00,4,10,0.0,Spain,1,2,One-Time Lost,0.07397260273972603,540.2189589041096,0.2,108.04379178082193,Low,1,32
12420,64,1,600.39,600.39,345.0,29,0.0,0,2011-10-07 08:55:00,2011-10-07 08:55:00,4,10,0.0,Cyprus,0,1,Loyal Developing,0.0,600.39,1.0,600.39,Medium,2,7
12421,16,6,1098.6,183.1,108.66666666666669,44,2.0,489,2010-07-22 13:57:00,2011-11-24 09:07:00,2,10,0.3333,Spain,0,1,Loyal Developing,1.3397260273972602,2570.42301369863,1.0,2570.42301369863,High,0,32
12422,96,17,5231.8,307.7529411764706,152.7058823529412,137,4.0,625,2009-12-18 12:44:00,2011-09-05 09:48:00,4,5,0.2353,Switzerland,1,0,Champions,1.7123287671232876,14190.361643835618,0.2,2838.072328767124,High,0,34
12423,1,10,2622.39,262.239,179.3,128,1.0,465,2010-08-31 09:31:00,2011-12-09 10:10:00,0,12,0.1,Belgium,0,0,Champions,1.273972602739726,5963.24301369863,1.0,5963.24301369863,High,0,3
12424,163,4,3340.03,835.0074999999999,506.25,78,3.0,385,2010-06-09 15:15:00,2011-06-30 12:06:00,2,10,0.75,Australia,1,3,At Risk,1.0547945205479452,6863.075342465753,0.2,1372.6150684931508,Medium,2,0
12425,78,2,1741.41,870.705,573.5,87,1.0,370,2010-09-17 14:10:00,2011-09-22 17:31:00,4,9,0.5,Portugal,0,3,At Risk,1.0136986301369864,3506.6749315068496,1.0,3506.6749315068496,High,0,28
12426,195,2,1345.21,672.605,292.0,73,1.0,468,2010-02-15 08:41:00,2011-05-29 12:26:00,0,2,0.5,Germany,1,3,At Risk,1.2821917808219179,3070.0272054794523,0.2,614.0054410958904,Medium,2,14
12427,22,3,825.8000000000001,275.26666666666665,177.66666666666666,26,2.0,349,2010-12-03 10:44:00,2011-11-18 08:56:00,4,10,0.6667,Germany,0,3,At Risk,0.9561643835616438,1615.4005479452053,1.0,1615.4005479452053,Medium,2,14
12428,26,9,7956.46,884.0511111111111,392.8888888888889,258,3.0,257,2011-03-01 09:33:00,2011-11-14 08:22:00,1,3,0.3333,Finland,0,0,Champions,0.7041095890410959,13558.679780821916,1.0,13558.679780821916,High,0,12
12429,9,8,6204.41,775.55125,361.25,124,1.0,537,2010-06-11 13:28:00,2011-11-30 17:22:00,4,6,0.125,Denmark,0,0,Champions,1.4712328767123288,15332.541972602741,1.0,15332.541972602741,High,0,9
12430,43,1,256.4,256.4,117.0,11,0.0,0,2011-10-27 15:09:00,2011-10-27 15:09:00,3,10,0.0,Norway,0,2,One-Time Lost,0.0,256.4,1.0,256.4,Medium,2,26
12431,36,27,10432.22,386.3785185185185,170.37037037037038,244,6.0,658,2010-01-15 09:04:00,2011-11-04 11:55:00,3,7,0.2222,Australia,0,0,Champions,1.8027397260273972,29238.797424657532,1.0,29238.797424657532,High,0,0
12432,43,5,5059.32,1011.864,360.2,107,0.0,129,2011-06-20 13:27:00,2011-10-28 11:43:00,0,6,0.0,Norway,0,1,Loyal Developing,0.35342465753424657,6847.408438356164,1.0,6847.408438356164,High,0,26
12433,1,10,16794.14,1679.414,1353.4,285,1.0,476,2010-08-20 09:23:00,2011-12-09 10:02:00,4,12,0.1,Norway,0,0,Champions,1.3041095890410959,38695.53901369863,1.0,38695.53901369863,High,0,26
12434,85,3,1103.43,367.81,177.33333333333334,62,2.0,296,2010-11-23 13:38:00,2011-09-16 12:38:00,4,9,0.6667,Australia,0,3,At Risk,0.810958904109589,1998.266383561644,1.0,1998.266383561644,High,0,0
12435,80,6,13925.93,2320.988333333333,826.3333333333334,88,0.0,657,2009-12-02 13:58:00,2011-09-21 09:06:00,3,3,0.0,Denmark,0,0,Champions,1.8,38992.603999999985,1.0,38992.603999999985,High,0,9
12436,100,1,509.01,509.01,211.0,16,0.0,0,2011-09-01 12:09:00,2011-09-01 12:09:00,3,9,0.0,Norway,1,1,Loyal Developing,0.0,509.01,0.2,101.802,Low,1,26
12437,2,39,12683.4,325.2153846153846,205.1282051282052,273,8.0,735,2009-12-02 16:24:00,2011-12-08 11:35:00,2,2,0.2051,France,0,0,Champions,2.0136986301369864,38223.94520547945,1.0,38223.94520547945,High,0,13
12438,14,2,2906.85,1453.425,590.0,84,0.0,125,2011-07-22 13:29:00,2011-11-25 13:28:00,4,7,0.0,Norway,0,1,Loyal Developing,0.3424657534246575,3902.3465753424657,1.0,3902.3465753424657,High,0,26
12439,683,2,1142.88,571.44,239.0,69,1.0,43,2009-12-14 08:40:00,2010-01-26 12:11:00,0,12,0.5,Cyprus,1,3,At Risk,0.1178082191780822,1277.5206575342468,0.2,255.50413150684938,Medium,2,7
12440,462,2,859.2,429.6,165.5,21,1.0,255,2009-12-22 12:03:00,2010-09-03 13:11:00,1,12,0.5,Austria,1,3,At Risk,0.6986301369863014,1459.4630136986302,0.2,291.89260273972604,Medium,2,1
12441,367,1,173.55,173.55,121.0,11,0.0,0,2010-12-08 10:45:00,2010-12-08 10:45:00,2,12,0.0,France,1,2,One-Time Lost,0.0,173.55,0.2,34.71,Low,1,13
12442,3,1,172.06,172.06,182.0,12,0.0,0,2011-12-06 14:22:00,2011-12-06 14:22:00,1,12,0.0,Spain,0,2,One-Time Lost,0.0,172.06,1.0,172.06,Low,1,32
12443,732,1,485.31,485.31,182.0,21,0.0,0,2009-12-07 15:42:00,2009-12-07 15:42:00,0,12,0.0,Norway,1,2,One-Time Lost,0.0,485.31,0.2,97.06200000000001,Low,1,26
12444,21,5,5005.46,1001.092,230.6,138,0.0,149,2011-06-21 14:00:00,2011-11-18 13:23:00,1,6,0.0,Norway,0,1,Loyal Developing,0.40821917808219177,7048.784767123288,1.0,7048.784767123288,High,0,26
12445,22,2,434.98,217.49,103.0,24,1.0,398,2010-10-15 12:28:00,2011-11-17 18:43:00,4,10,0.5,Spain,0,1,Loyal Developing,1.0904109589041096,909.2869589041095,1.0,909.2869589041095,Medium,2,32
12446,58,1,1002.31,1002.31,351.0,57,0.0,0,2011-10-13 12:50:00,2011-10-13 12:50:00,3,10,0.0,RSA,0,1,Loyal Developing,0.0,1002.31,1.0,1002.31,Medium,2,29
12447,243,1,476.49,476.49,190.0,26,0.0,0,2011-04-10 13:25:00,2011-04-10 13:25:00,6,4,0.0,Belgium,1,2,One-Time Lost,0.0,476.49,0.2,95.298,Low,1,3
12448,44,1,449.45,449.45,243.0,22,0.0,0,2011-10-26 13:46:00,2011-10-26 13:46:00,2,10,0.0,Spain,0,1,Loyal Developing,0.0,449.45,1.0,449.45,Medium,2,32
12449,22,6,4835.89,805.9816666666667,380.3333333333333,125,0.0,416,2010-09-27 09:37:00,2011-11-17 13:46:00,3,11,0.0,Belgium,0,0,Champions,1.1397260273972603,10347.479698630137,1.0,10347.479698630137,High,0,3
12450,156,5,688.2,137.64,88.4,31,2.0,318,2010-08-22 13:11:00,2011-07-06 14:41:00,6,11,0.4,Spain,1,1,Loyal Developing,0.8712328767123287,1287.7824657534245,0.2,257.5564931506849,Medium,2,32
12451,11,8,12669.88,1583.735,1169.875,352,2.0,518,2010-06-28 12:58:00,2011-11-29 08:40:00,2,6,0.25,Switzerland,0,0,Champions,1.4191780821917808,30650.696,1.0,30650.696,High,0,34
12452,17,2,430.5700000000001,215.285,92.5,21,1.0,0,2011-11-23 08:05:00,2011-11-23 10:28:00,2,11,0.5,Switzerland,0,3,At Risk,0.0,430.57,1.0,430.57,Medium,2,34
12453,134,1,707.09,707.09,473.0,43,0.0,0,2011-07-28 14:08:00,2011-07-28 14:08:00,3,7,0.0,Austria,1,1,Loyal Developing,0.0,707.09,0.2,141.418,Low,1,1
12454,56,5,16679.78,3335.956,1540.6,24,4.0,364,2010-10-14 17:33:00,2011-10-14 17:13:00,1,10,0.8,Spain,0,0,Champions,0.9972602739726028,33313.86197260274,1.0,33313.86197260274,High,0,32
12455,73,10,5879.95,587.995,330.2,199,0.0,648,2009-12-18 12:33:00,2011-09-27 15:31:00,4,12,0.0,Cyprus,0,0,Champions,1.7753424657534247,16318.874931506847,1.0,16318.874931506847,High,0,7
12456,44,3,3181.04,1060.3466666666666,544.3333333333334,105,1.0,210,2011-03-30 09:12:00,2011-10-26 14:41:00,2,7,0.3333,Switzerland,0,1,Loyal Developing,0.5753424657534246,5011.227397260274,1.0,5011.227397260274,High,0,34
12457,66,8,2995.91,374.48875,136.75,63,6.0,368,2010-09-30 17:59:00,2011-10-04 13:13:00,3,9,0.75,Switzerland,0,0,Champions,1.0082191780821919,6016.443917808219,1.0,6016.443917808219,High,0,34
12458,71,4,1777.49,444.3725,246.5,71,0.0,416,2010-08-09 10:33:00,2011-09-29 15:25:00,0,10,0.0,Switzerland,0,1,Loyal Developing,1.1397260273972603,3803.3416164383557,1.0,3803.3416164383557,High,0,34
12459,605,1,454.36,454.36,258.0,23,0.0,0,2010-04-13 14:53:00,2010-04-13 14:53:00,1,4,0.0,Spain,1,2,One-Time Lost,0.0,454.36,0.2,90.87200000000001,Low,1,32
12460,456,1,326.65,326.65,170.0,18,0.0,0,2010-09-09 13:51:00,2010-09-09 13:51:00,3,9,0.0,Belgium,1,2,One-Time Lost,0.0,326.65,0.2,65.33,Low,1,3
12461,94,2,826.88,413.44,143.5,35,0.0,60,2011-07-08 10:23:00,2011-09-06 16:57:00,4,7,0.0,Switzerland,1,1,Loyal Developing,0.1643835616438356,962.8054794520548,0.2,192.56109589041097,Medium,2,34
12462,19,2,1189.59,594.7950000000001,268.0,51,2.0,284,2011-02-09 14:44:00,2011-11-21 09:11:00,2,2,1.0,Spain,0,3,At Risk,0.7780821917808219,2115.188794520548,1.0,2115.188794520548,High,0,32
12463,53,4,1344.78,336.195,194.0,65,3.0,188,2011-04-12 12:47:00,2011-10-17 13:44:00,1,6,0.75,Belgium,0,3,At Risk,0.5150684931506849,2037.4338082191782,1.0,2037.4338082191782,High,0,3
12464,10,8,1212.05,151.50625,14.0,6,0.0,299,2011-02-03 13:30:00,2011-11-29 13:33:00,3,2,0.0,Belgium,0,1,Loyal Developing,0.8191780821917808,2204.934794520548,1.0,2204.934794520548,High,0,3
12465,17,2,742.19,371.095,239.5,46,1.0,152,2011-06-23 13:37:00,2011-11-22 16:34:00,3,6,0.5,Belgium,0,3,At Risk,0.41643835616438357,1051.266383561644,1.0,1051.266383561644,Medium,2,3
12466,682,1,56.73,56.73,1.0,1,0.0,0,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,0.0,France,1,2,One-Time Lost,0.0,56.73,0.2,11.346,Low,1,13
12467,423,1,132.8,132.8,129.0,9,1.0,0,2010-10-12 15:41:00,2010-10-12 15:41:00,1,10,1.0,USA,1,3,At Risk,0.0,132.8,0.2,26.560000000000002,Low,1,36
12468,188,5,3670.74,734.1479999999999,440.2,127,5.0,495,2010-01-26 10:09:00,2011-06-05 11:36:00,4,4,1.0,Germany,1,3,At Risk,1.356164383561644,8648.866849315069,0.2,1729.7733698630138,Medium,2,14
